Fecha,Precipitacion_Total,Precipitacion_Promedio,Precipitacion_Desviacion,Precipitacion_Maximo,Precipitacion_Minimo
2000-02-06,0.0,0.0,0.0,0.0,0.0
2000-02-07,0.0,0.0,0.0,0.0,0.0
2000-02-08,426.28999999999945,6.766507936507928,0.7851117779687573,8.389999999999986,5.0
2000-02-09,58.21999999999957,0.9241269841269774,0.5896101346306344,2.839999999999975,0.0
2000-02-10,339.12999999999954,5.383015873015866,2.7812162663811253,12.639999999999986,1.099999999999966
2000-02-11,1203.6199999999994,19.105079365079355,1.6086205004090044,24.329999999999984,16.45999999999998
2000-02-12,0.31999999999970896,0.00507936507936046,0.007318820243420966,0.01999999999998181,0.0
2000-02-13,0.0,0.0,0.0,0.0,0.0
2000-02-14,0.0,0.0,0.0,0.0,0.0
2000-02-15,0.0,0.0,0.0,0.0,0.0
2000-02-16,0.0,0.0,0.0,0.0,0.0
2000-02-17,0.0,0.0,0.0,0.0,0.0
2000-02-18,0.0,0.0,0.0,0.0,0.0
2000-02-19,0.0,0.0,0.0,0.0,0.0
2000-02-20,0.0,0.0,0.0,0.0,0.0
2000-02-21,0.0,0.0,0.0,0.0,0.0
2000-02-22,0.0,0.0,0.0,0.0,0.0
2000-02-23,0.0,0.0,0.0,0.0,0.0
2000-02-24,0.0,0.0,0.0,0.0,0.0
2000-02-25,0.0,0.0,0.0,0.0,0.0
2000-02-26,516.5699999999997,8.199523809523805,0.9015021477783509,10.129999999999995,6.579999999999984
2000-02-27,0.15999999999985448,0.00253968253968023,0.006893349444631339,0.029999999999972715,0.0
2000-02-28,0.0,0.0,0.0,0.0,0.0
2000-02-29,0.0,0.0,0.0,0.0,0.0
2000-03-01,0.0,0.0,0.0,0.0,0.0
2000-03-02,0.0,0.0,0.0,0.0,0.0
2000-03-03,0.0,0.0,0.0,0.0,0.0
2000-03-04,0.0,0.0,0.0,0.0,0.0
2000-03-05,0.0,0.0,0.0,0.0,0.0
2000-03-06,0.0,0.0,0.0,0.0,0.0
2000-03-07,0.0,0.0,0.0,0.0,0.0
2000-03-08,0.0,0.0,0.0,0.0,0.0
2000-03-09,0.0,0.0,0.0,0.0,0.0
2000-03-10,0.0,0.0,0.0,0.0,0.0
2000-03-11,0.0,0.0,0.0,0.0,0.0
2000-03-12,6.589999999999975,0.10460317460317421,0.30901186804570485,1.2300000000000182,0.0
2000-03-13,0.0,0.0,0.0,0.0,0.0
2000-03-14,0.0,0.0,0.0,0.0,0.0
2000-03-15,0.0,0.0,0.0,0.0,0.0
2000-03-16,0.0,0.0,0.0,0.0,0.0
2000-03-17,0.0,0.0,0.0,0.0,0.0
2000-03-18,0.0,0.0,0.0,0.0,0.0
2000-03-19,0.0,0.0,0.0,0.0,0.0
2000-03-20,0.0,0.0,0.0,0.0,0.0
2000-03-21,0.0,0.0,0.0,0.0,0.0
2000-03-22,32.479999999999905,0.515555555555554,0.7939608917996069,2.1399999999999864,0.0
2000-03-23,0.0,0.0,0.0,0.0,0.0
2000-03-24,0.0,0.0,0.0,0.0,0.0
2000-03-25,0.0,0.0,0.0,0.0,0.0
2000-03-26,0.0,0.0,0.0,0.0,0.0
2000-03-27,0.0,0.0,0.0,0.0,0.0
2000-03-28,0.0,0.0,0.0,0.0,0.0
2000-03-29,0.0,0.0,0.0,0.0,0.0
2000-03-30,0.0,0.0,0.0,0.0,0.0
2000-03-31,0.0,0.0,0.0,0.0,0.0
2000-04-01,0.0,0.0,0.0,0.0,0.0
2000-04-02,0.0,0.0,0.0,0.0,0.0
2000-04-03,0.0,0.0,0.0,0.0,0.0
2000-04-04,0.0,0.0,0.0,0.0,0.0
2000-04-05,0.0,0.0,0.0,0.0,0.0
2000-04-06,0.0,0.0,0.0,0.0,0.0
2000-04-07,0.0,0.0,0.0,0.0,0.0
2000-04-08,0.0,0.0,0.0,0.0,0.0
2000-04-09,0.0,0.0,0.0,0.0,0.0
2000-04-10,0.0,0.0,0.0,0.0,0.0
2000-04-11,0.0,0.0,0.0,0.0,0.0
2000-04-12,0.0,0.0,0.0,0.0,0.0
2000-04-13,390.21999999999946,6.1939682539682455,0.41828273145879896,7.060000000000002,5.449999999999989
2000-04-14,295.1899999999995,4.685555555555547,0.5333832648584317,5.6299999999999955,3.7799999999999727
2000-04-15,0.0,0.0,0.0,0.0,0.0
2000-04-16,0.0,0.0,0.0,0.0,0.0
2000-04-17,0.0,0.0,0.0,0.0,0.0
2000-04-18,0.0,0.0,0.0,0.0,0.0
2000-04-19,0.0,0.0,0.0,0.0,0.0
2000-04-20,0.0,0.0,0.0,0.0,0.0
2000-04-21,0.0,0.0,0.0,0.0,0.0
2000-04-22,0.0,0.0,0.0,0.0,0.0
2000-04-23,0.0,0.0,0.0,0.0,0.0
2000-04-24,373.1699999999994,5.923333333333324,1.2902651382503205,8.839999999999975,3.7900000000000205
2000-04-25,24.269999999999925,0.38523809523809405,0.6655678018550841,2.009999999999991,0.0
2000-04-26,0.0,0.0,0.0,0.0,0.0
2000-04-27,0.0,0.0,0.0,0.0,0.0
2000-04-28,0.0,0.0,0.0,0.0,0.0
2000-04-29,396.02999999999975,6.286190476190472,0.6910342572341862,8.240000000000009,4.9599999999999795
2000-04-30,178.57999999999953,2.834603174603167,0.9792008815044714,5.560000000000002,1.5
2000-05-01,279.5799999999996,4.437777777777772,0.45440854439640366,5.779999999999973,3.579999999999984
2000-05-02,0.0,0.0,0.0,0.0,0.0
2000-05-03,0.0,0.0,0.0,0.0,0.0
2000-05-04,0.0,0.0,0.0,0.0,0.0
2000-05-05,0.0,0.0,0.0,0.0,0.0
2000-05-06,0.0,0.0,0.0,0.0,0.0
2000-05-07,0.0,0.0,0.0,0.0,0.0
2000-05-08,0.0,0.0,0.0,0.0,0.0
2000-05-09,0.0,0.0,0.0,0.0,0.0
2000-05-10,0.0,0.0,0.0,0.0,0.0
2000-05-11,0.0,0.0,0.0,0.0,0.0
2000-05-12,0.0,0.0,0.0,0.0,0.0
2000-05-13,0.0,0.0,0.0,0.0,0.0
2000-05-14,309.2399999999996,4.908571428571422,0.5429135309059964,6.329999999999984,3.849999999999966
2000-05-15,0.0,0.0,0.0,0.0,0.0
2000-05-16,0.0,0.0,0.0,0.0,0.0
2000-05-17,0.0,0.0,0.0,0.0,0.0
2000-05-18,0.0,0.0,0.0,0.0,0.0
2000-05-19,217.78999999999962,3.456984126984121,0.849626687248322,5.25,2.159999999999968
2000-05-20,0.0,0.0,0.0,0.0,0.0
2000-05-21,0.0,0.0,0.0,0.0,0.0
2000-05-22,0.0,0.0,0.0,0.0,0.0
2000-05-23,332.3799999999994,5.275873015873007,1.1745159555777773,7.819999999999993,3.3799999999999955
2000-05-24,1273.1499999999996,20.20873015873015,1.963637289159114,24.909999999999968,15.610000000000014
2000-05-25,466.00999999999954,7.39698412698412,0.6808972486653986,9.050000000000011,6.180000000000007
2000-05-26,0.0,0.0,0.0,0.0,0.0
2000-05-27,0.0,0.0,0.0,0.0,0.0
2000-05-28,446.51999999999947,7.0876190476190395,1.2050169125938415,10.75,5.519999999999982
2000-05-29,0.0,0.0,0.0,0.0,0.0
2000-05-30,0.0,0.0,0.0,0.0,0.0
2000-05-31,0.0,0.0,0.0,0.0,0.0
2000-06-01,221.99999999999955,3.5238095238095166,1.6583434348306176,7.230000000000018,0.0
2000-06-02,1880.62,29.85111111111111,5.645951804727451,42.110000000000014,16.180000000000007
2000-06-03,1355.9299999999998,21.52269841269841,7.753487941452638,38.45999999999998,6.079999999999984
2000-06-04,1959.0,31.095238095238095,3.6824982277360223,37.620000000000005,20.159999999999968
2000-06-05,0.0,0.0,0.0,0.0,0.0
2000-06-06,0.0,0.0,0.0,0.0,0.0
2000-06-07,0.0,0.0,0.0,0.0,0.0
2000-06-08,0.0,0.0,0.0,0.0,0.0
2000-06-09,513.0399999999995,8.143492063492056,1.5459913947995165,11.689999999999998,5.699999999999989
2000-06-10,0.0,0.0,0.0,0.0,0.0
2000-06-11,2034.3699999999994,32.29158730158729,7.610129257886723,49.0,18.430000000000007
2000-06-12,1971.5499999999997,31.29444444444444,4.628315809345835,40.74000000000001,23.579999999999984
2000-06-13,2530.6499999999996,40.16904761904761,4.725564622109448,52.44999999999999,33.420000000000016
2000-06-14,1260.6099999999994,20.00968253968253,2.272539288957149,24.829999999999984,17.29000000000002
2000-06-15,103.8399999999994,1.6482539682539588,0.8056872048183849,3.0299999999999727,0.029999999999972715
2000-06-16,0.0,0.0,0.0,0.0,0.0
2000-06-17,0.0,0.0,0.0,0.0,0.0
2000-06-18,0.0,0.0,0.0,0.0,0.0
2000-06-19,1096.7299999999996,17.408412698412693,1.584249064863633,20.819999999999993,13.79000000000002
2000-06-20,2288.7199999999993,36.328888888888876,6.374837467236798,48.66999999999999,21.849999999999966
2000-06-21,2454.6899999999996,38.963333333333324,4.939641076865202,50.03999999999999,32.639999999999986
2000-06-22,2321.7599999999993,36.853333333333325,5.765238468890478,50.75,24.529999999999973
2000-06-23,3499.25,55.54365079365079,4.218732338596701,66.28999999999999,49.349999999999994
2000-06-24,1497.04,23.762539682539682,5.2998598269136545,33.889999999999986,16.560000000000002
2000-06-25,1091.0699999999997,17.318571428571424,2.897036174110413,23.430000000000007,10.870000000000005
2000-06-26,3105.33,49.29095238095238,5.9760191969384495,61.28,35.579999999999984
2000-06-27,2128.5299999999997,33.78619047619047,5.916426267033391,46.389999999999986,24.71999999999997
2000-06-28,1398.3799999999994,22.196507936507928,3.068962990529309,28.310000000000002,16.329999999999984
2000-06-29,3229.0699999999997,51.25507936507936,6.2462514150274915,65.03999999999999,38.45999999999998
2000-06-30,561.8399999999997,8.918095238095233,1.8089932806238969,14.240000000000009,6.240000000000009
2000-07-01,605.7299999999993,9.614761904761894,1.3379477973336718,13.680000000000007,7.740000000000009
2000-07-02,101.69999999999959,1.6142857142857079,1.6466808504167532,5.189999999999998,0.0
2000-07-03,0.0,0.0,0.0,0.0,0.0
2000-07-04,0.0,0.0,0.0,0.0,0.0
2000-07-05,1114.6099999999997,17.692222222222217,2.4293812945741577,23.310000000000002,12.769999999999982
2000-07-06,547.4499999999996,8.689682539682533,1.873244336348941,13.589999999999975,6.389999999999986
2000-07-07,138.2299999999998,2.1941269841269806,0.9874974541588796,3.980000000000018,0.0
2000-07-08,0.0,0.0,0.0,0.0,0.0
2000-07-09,0.0,0.0,0.0,0.0,0.0
2000-07-10,0.0,0.0,0.0,0.0,0.0
2000-07-11,0.0,0.0,0.0,0.0,0.0
2000-07-12,0.0,0.0,0.0,0.0,0.0
2000-07-13,0.0,0.0,0.0,0.0,0.0
2000-07-14,0.0,0.0,0.0,0.0,0.0
2000-07-15,0.0,0.0,0.0,0.0,0.0
2000-07-16,0.0,0.0,0.0,0.0,0.0
2000-07-17,0.0,0.0,0.0,0.0,0.0
2000-07-18,0.0,0.0,0.0,0.0,0.0
2000-07-19,379.4299999999995,6.0226984126984044,1.1058892943090324,8.389999999999986,3.4599999999999795
2000-07-20,131.2699999999997,2.0836507936507886,1.1556257173885733,4.180000000000007,0.0
2000-07-21,0.0,0.0,0.0,0.0,0.0
2000-07-22,0.0,0.0,0.0,0.0,0.0
2000-07-23,0.0,0.0,0.0,0.0,0.0
2000-07-24,0.0,0.0,0.0,0.0,0.0
2000-07-25,0.0,0.0,0.0,0.0,0.0
2000-07-26,0.0,0.0,0.0,0.0,0.0
2000-07-27,0.0,0.0,0.0,0.0,0.0
2000-07-28,0.0,0.0,0.0,0.0,0.0
2000-07-29,0.0,0.0,0.0,0.0,0.0
2000-07-30,0.0,0.0,0.0,0.0,0.0
2000-07-31,578.3099999999995,9.179523809523802,2.225442655144784,14.25,5.779999999999973
2000-08-01,11.039999999999964,0.17523809523809467,0.5434482996769507,2.2900000000000205,0.0
2000-08-02,0.0,0.0,0.0,0.0,0.0
2000-08-03,0.0,0.0,0.0,0.0,0.0
2000-08-04,156.2099999999997,2.479523809523805,0.8994397349098436,4.029999999999973,0.0
2000-08-05,1055.4999999999995,16.753968253968246,3.023394255532845,23.889999999999986,10.0
2000-08-06,410.59999999999934,6.517460317460307,2.6292614499579186,12.349999999999966,1.4099999999999682
2000-08-07,0.0,0.0,0.0,0.0,0.0
2000-08-08,0.0,0.0,0.0,0.0,0.0
2000-08-09,0.0,0.0,0.0,0.0,0.0
2000-08-10,0.0,0.0,0.0,0.0,0.0
2000-08-11,220.83999999999997,3.505396825396825,1.1045013604464309,6.240000000000009,2.0600000000000023
2000-08-12,85.18999999999966,1.3522222222222167,1.812952905160956,5.159999999999968,0.0
2000-08-13,487.1499999999994,7.732539682539673,1.9029792584127385,11.279999999999973,2.819999999999993
2000-08-14,587.9899999999998,9.3331746031746,1.8249825616882218,13.259999999999991,6.069999999999993
2000-08-15,5.800000000000011,0.09206349206349225,0.42185590984028076,2.3600000000000136,0.0
2000-08-16,134.29999999999956,2.1317460317460246,1.303522139146914,4.889999999999986,0.0
2000-08-17,0.0,0.0,0.0,0.0,0.0
2000-08-18,0.0,0.0,0.0,0.0,0.0
2000-08-19,0.0,0.0,0.0,0.0,0.0
2000-08-20,0.0,0.0,0.0,0.0,0.0
2000-08-21,250.63999999999953,3.978412698412691,1.029114593013356,6.079999999999984,0.0
2000-08-22,309.3299999999998,4.9099999999999975,1.2940633678456424,8.25,2.2199999999999704
2000-08-23,333.04999999999967,5.286507936507931,1.6080394833758702,9.199999999999989,2.099999999999966
2000-08-24,256.3099999999994,4.068412698412689,1.3362553771097159,7.269999999999982,2.099999999999966
2000-08-25,108.25999999999965,1.7184126984126928,0.5918150889604696,2.6899999999999977,0.0
2000-08-26,0.0,0.0,0.0,0.0,0.0
2000-08-27,0.0,0.0,0.0,0.0,0.0
2000-08-28,21.31999999999971,0.3384126984126938,0.7303862999401963,2.6399999999999864,0.0
2000-08-29,108.34999999999962,1.719841269841264,0.7700185362920206,3.3999999999999773,0.0
2000-08-30,0.0,0.0,0.0,0.0,0.0
2000-08-31,0.0,0.0,0.0,0.0,0.0
2000-09-01,0.0,0.0,0.0,0.0,0.0
2000-09-02,0.0,0.0,0.0,0.0,0.0
2000-09-03,0.0,0.0,0.0,0.0,0.0
2000-09-04,0.0,0.0,0.0,0.0,0.0
2000-09-05,156.03999999999957,2.4768253968253897,1.0962893045884399,4.6299999999999955,0.0
2000-09-06,285.9399999999996,4.538730158730153,1.165665546064105,7.3799999999999955,3.019999999999982
2000-09-07,644.9499999999997,10.237301587301582,2.089303982494489,15.170000000000016,6.1200000000000045
2000-09-08,2705.83,42.94968253968254,3.487110491762289,51.400000000000006,38.75999999999999
2000-09-09,3282.2,52.098412698412695,2.839384689854758,56.53,43.80000000000001
2000-09-10,489.70999999999947,7.773174603174595,1.0069044585070381,10.639999999999986,6.509999999999991
2000-09-11,442.7599999999997,7.027936507936503,1.9271470473216346,10.70999999999998,3.339999999999975
2000-09-12,309.25999999999954,4.908888888888882,1.2642359021265572,8.129999999999995,2.8700000000000045
2000-09-13,615.2699999999995,9.766190476190468,0.5234301656591794,11.120000000000005,8.759999999999991
2000-09-14,260.8199999999996,4.1399999999999935,0.42569830586819374,5.490000000000009,3.420000000000016
2000-09-15,239.50999999999965,3.8017460317460263,0.6726223018135464,5.75,2.9399999999999977
2000-09-16,608.0499999999997,9.651587301587297,1.6854392356242343,13.620000000000005,6.1200000000000045
2000-09-17,683.0399999999995,10.841904761904754,2.111135899126467,16.74000000000001,8.21999999999997
2000-09-18,214.55999999999955,3.4057142857142786,1.421587212970643,6.1200000000000045,1.2099999999999795
2000-09-19,1750.5899999999997,27.787142857142854,2.646925397316083,34.01999999999998,22.930000000000007
2000-09-20,534.8399999999997,8.489523809523805,1.0615119922782605,10.769999999999982,6.480000000000018
2000-09-21,0.0,0.0,0.0,0.0,0.0
2000-09-22,1.9999999999999432,0.03174603174603084,0.14517137855279733,1.0400000000000205,0.0
2000-09-23,0.0,0.0,0.0,0.0,0.0
2000-09-24,0.0,0.0,0.0,0.0,0.0
2000-09-25,0.0,0.0,0.0,0.0,0.0
2000-09-26,0.0,0.0,0.0,0.0,0.0
2000-09-27,0.0,0.0,0.0,0.0,0.0
2000-09-28,0.0,0.0,0.0,0.0,0.0
2000-09-29,0.0,0.0,0.0,0.0,0.0
2000-09-30,0.0,0.0,0.0,0.0,0.0
2000-10-01,50.70999999999981,0.8049206349206319,1.3665759238351631,4.269999999999982,0.0
2000-10-02,617.6299999999997,9.803650793650789,1.8207614852010223,13.509999999999991,5.680000000000007
2000-10-03,0.0,0.0,0.0,0.0,0.0
2000-10-04,0.0,0.0,0.0,0.0,0.0
2000-10-05,0.0,0.0,0.0,0.0,0.0
2000-10-06,0.0,0.0,0.0,0.0,0.0
2000-10-07,0.0,0.0,0.0,0.0,0.0
2000-10-08,231.14999999999964,3.669047619047613,0.8771431156609906,5.21999999999997,1.849999999999966
2000-10-09,0.0,0.0,0.0,0.0,0.0
2000-10-10,0.0,0.0,0.0,0.0,0.0
2000-10-11,76.19999999999993,1.2095238095238083,1.6532098922537946,5.110000000000014,0.0
2000-10-12,0.0,0.0,0.0,0.0,0.0
2000-10-13,0.0,0.0,0.0,0.0,0.0
2000-10-14,142.09999999999962,2.2555555555555498,0.8264530787395148,3.4399999999999977,0.2300000000000182
2000-10-15,0.0,0.0,0.0,0.0,0.0
2000-10-16,0.0,0.0,0.0,0.0,0.0
2000-10-17,0.0,0.0,0.0,0.0,0.0
2000-10-18,0.0,0.0,0.0,0.0,0.0
2000-10-19,0.0,0.0,0.0,0.0,0.0
2000-10-20,0.0,0.0,0.0,0.0,0.0
2000-10-21,313.5699999999997,4.977301587301583,0.5995056332372494,6.8700000000000045,4.180000000000007
2000-10-22,0.0,0.0,0.0,0.0,0.0
2000-10-23,65.48999999999972,1.039523809523805,0.6726126000533763,2.159999999999968,0.0
2000-10-24,4.799999999999898,0.07619047619047456,0.218453646032403,0.9599999999999795,0.0
2000-10-25,0.0,0.0,0.0,0.0,0.0
2000-10-26,0.0,0.0,0.0,0.0,0.0
2000-10-27,0.0,0.0,0.0,0.0,0.0
2000-10-28,0.0,0.0,0.0,0.0,0.0
2000-10-29,0.0,0.0,0.0,0.0,0.0
2000-10-30,0.0,0.0,0.0,0.0,0.0
2000-10-31,0.0,0.0,0.0,0.0,0.0
2000-11-01,0.0,0.0,0.0,0.0,0.0
2000-11-02,43.49999999999943,0.6904761904761815,0.4747645316830358,1.579999999999984,0.0
2000-11-03,5.359999999999957,0.0850793650793644,0.21708657490220498,0.9699999999999704,0.0
2000-11-04,43.57999999999953,0.6917460317460242,0.412697435896278,1.3999999999999773,0.0
2000-11-05,0.0,0.0,0.0,0.0,0.0
2000-11-06,0.0,0.0,0.0,0.0,0.0
2000-11-07,0.0,0.0,0.0,0.0,0.0
2000-11-08,3.3899999999999295,0.05380952380952269,0.16717473580134115,0.6599999999999682,0.0
2000-11-09,0.0,0.0,0.0,0.0,0.0
2000-11-10,342.22999999999945,5.432222222222213,1.1123826058188782,7.3700000000000045,3.409999999999968
2000-11-11,89.29999999999978,1.417460317460314,0.3771992368739785,2.420000000000016,0.9399999999999977
2000-11-12,0.0,0.0,0.0,0.0,0.0
2000-11-13,0.0,0.0,0.0,0.0,0.0
2000-11-14,0.0,0.0,0.0,0.0,0.0
2000-11-15,0.0,0.0,0.0,0.0,0.0
2000-11-16,0.0,0.0,0.0,0.0,0.0
2000-11-17,0.0,0.0,0.0,0.0,0.0
2000-11-18,0.0,0.0,0.0,0.0,0.0
2000-11-19,0.0,0.0,0.0,0.0,0.0
2000-11-20,0.0,0.0,0.0,0.0,0.0
2000-11-21,0.0,0.0,0.0,0.0,0.0
2000-11-22,0.0,0.0,0.0,0.0,0.0
2000-11-23,0.0,0.0,0.0,0.0,0.0
2000-11-24,0.0,0.0,0.0,0.0,0.0
2000-11-25,0.0,0.0,0.0,0.0,0.0
2000-11-26,0.0,0.0,0.0,0.0,0.0
2000-11-27,0.0,0.0,0.0,0.0,0.0
2000-11-28,0.0,0.0,0.0,0.0,0.0
2000-11-29,0.0,0.0,0.0,0.0,0.0
2000-11-30,0.0,0.0,0.0,0.0,0.0
2000-12-01,0.0,0.0,0.0,0.0,0.0
2000-12-02,0.0,0.0,0.0,0.0,0.0
2000-12-03,0.0,0.0,0.0,0.0,0.0
2000-12-04,0.0,0.0,0.0,0.0,0.0
2000-12-05,0.0,0.0,0.0,0.0,0.0
2000-12-06,0.0,0.0,0.0,0.0,0.0
2000-12-07,0.0,0.0,0.0,0.0,0.0
2000-12-08,0.0,0.0,0.0,0.0,0.0
2000-12-09,0.0,0.0,0.0,0.0,0.0
2000-12-10,0.0,0.0,0.0,0.0,0.0
2000-12-11,0.0,0.0,0.0,0.0,0.0
2000-12-12,0.0,0.0,0.0,0.0,0.0
2000-12-13,0.0,0.0,0.0,0.0,0.0
2000-12-14,171.72999999999956,2.725873015873009,0.3453575783024074,3.9499999999999886,2.0500000000000114
2000-12-15,0.0,0.0,0.0,0.0,0.0
2000-12-16,0.0,0.0,0.0,0.0,0.0
2000-12-17,0.0,0.0,0.0,0.0,0.0
2000-12-18,0.0,0.0,0.0,0.0,0.0
2000-12-19,0.0,0.0,0.0,0.0,0.0
2000-12-20,0.0,0.0,0.0,0.0,0.0
2000-12-21,0.0,0.0,0.0,0.0,0.0
2000-12-22,0.0,0.0,0.0,0.0,0.0
2000-12-23,0.0,0.0,0.0,0.0,0.0
2000-12-24,201.91999999999933,3.2050793650793543,1.560808574553458,7.259999999999991,0.25
2000-12-25,148.0399999999995,2.349841269841262,0.7182661930030448,4.1200000000000045,0.0
2000-12-26,0.0,0.0,0.0,0.0,0.0
2000-12-27,0.0,0.0,0.0,0.0,0.0
2000-12-28,0.0,0.0,0.0,0.0,0.0
2000-12-29,0.0,0.0,0.0,0.0,0.0
2000-12-30,0.0,0.0,0.0,0.0,0.0
2000-12-31,0.0,0.0,0.0,0.0,0.0
2001-01-01,0.0,0.0,0.0,0.0,0.0
2001-01-02,0.0,0.0,0.0,0.0,0.0
2001-01-03,0.0,0.0,0.0,0.0,0.0
2001-01-04,0.0,0.0,0.0,0.0,0.0
2001-01-05,0.0,0.0,0.0,0.0,0.0
2001-01-06,147.98999999999972,2.3490476190476146,0.8210672773426707,4.550000000000011,1.3199999999999932
2001-01-07,176.98999999999967,2.809365079365074,1.0955159297935115,5.649999999999977,0.9300000000000068
2001-01-08,0.0,0.0,0.0,0.0,0.0
2001-01-09,410.69999999999965,6.519047619047614,1.266974541889423,8.740000000000009,4.170000000000016
2001-01-10,0.0,0.0,0.0,0.0,0.0
2001-01-11,0.0,0.0,0.0,0.0,0.0
2001-01-12,0.0,0.0,0.0,0.0,0.0
2001-01-13,0.0,0.0,0.0,0.0,0.0
2001-01-14,0.0,0.0,0.0,0.0,0.0
2001-01-15,0.0,0.0,0.0,0.0,0.0
2001-01-16,0.0,0.0,0.0,0.0,0.0
2001-01-17,0.0,0.0,0.0,0.0,0.0
2001-01-18,0.0,0.0,0.0,0.0,0.0
2001-01-19,0.0,0.0,0.0,0.0,0.0
2001-01-20,0.0,0.0,0.0,0.0,0.0
2001-01-21,0.0,0.0,0.0,0.0,0.0
2001-01-22,0.0,0.0,0.0,0.0,0.0
2001-01-23,0.0,0.0,0.0,0.0,0.0
2001-01-24,0.0,0.0,0.0,0.0,0.0
2001-01-25,0.0,0.0,0.0,0.0,0.0
2001-01-26,0.0,0.0,0.0,0.0,0.0
2001-01-27,0.0,0.0,0.0,0.0,0.0
2001-01-28,0.0,0.0,0.0,0.0,0.0
2001-01-29,2.4799999999999613,0.03936507936507875,0.2833578309626365,2.259999999999991,0.0
2001-01-30,1056.0899999999997,16.76333333333333,2.4680665268489763,22.649999999999977,12.480000000000018
2001-01-31,0.0,0.0,0.0,0.0,0.0
2001-02-01,0.0,0.0,0.0,0.0,0.0
2001-02-02,0.0,0.0,0.0,0.0,0.0
2001-02-03,0.0,0.0,0.0,0.0,0.0
2001-02-04,0.0,0.0,0.0,0.0,0.0
2001-02-05,0.0,0.0,0.0,0.0,0.0
2001-02-06,0.0,0.0,0.0,0.0,0.0
2001-02-07,0.0,0.0,0.0,0.0,0.0
2001-02-08,0.0,0.0,0.0,0.0,0.0
2001-02-09,85.90999999999957,1.363650793650787,0.6606930021835328,2.3799999999999955,0.0
2001-02-10,0.0,0.0,0.0,0.0,0.0
2001-02-11,0.0,0.0,0.0,0.0,0.0
2001-02-12,0.0,0.0,0.0,0.0,0.0
2001-02-13,0.0,0.0,0.0,0.0,0.0
2001-02-14,0.0,0.0,0.0,0.0,0.0
2001-02-15,0.0,0.0,0.0,0.0,0.0
2001-02-16,0.0,0.0,0.0,0.0,0.0
2001-02-17,0.0,0.0,0.0,0.0,0.0
2001-02-18,0.0,0.0,0.0,0.0,0.0
2001-02-19,0.0,0.0,0.0,0.0,0.0
2001-02-20,0.0,0.0,0.0,0.0,0.0
2001-02-21,0.0,0.0,0.0,0.0,0.0
2001-02-22,0.0,0.0,0.0,0.0,0.0
2001-02-23,0.0,0.0,0.0,0.0,0.0
2001-02-24,0.0,0.0,0.0,0.0,0.0
2001-02-25,0.0,0.0,0.0,0.0,0.0
2001-02-26,0.0,0.0,0.0,0.0,0.0
2001-02-27,0.0,0.0,0.0,0.0,0.0
2001-02-28,0.0,0.0,0.0,0.0,0.0
2001-03-01,0.0,0.0,0.0,0.0,0.0
2001-03-02,0.0,0.0,0.0,0.0,0.0
2001-03-03,0.0,0.0,0.0,0.0,0.0
2001-03-04,0.0,0.0,0.0,0.0,0.0
2001-03-05,0.0,0.0,0.0,0.0,0.0
2001-03-06,0.0,0.0,0.0,0.0,0.0
